beer1,beer2,scaled_r2
 Founders Breakfast Stout, Pabst Blue Ribbon (PBR),-0.002271371096613208
 Founders Breakfast Stout, Pale Ale,0.08171318346966826
 Founders Breakfast Stout, Palo Santo Marron,0.06616954880161362
 Founders Breakfast Stout, Pliny The Elder,0.20575198991014151
 Founders Breakfast Stout, Porter,-0.12537252598813806
 Founders Breakfast Stout, Prima Pils,0.19045215379518468
 Founders Breakfast Stout, Punkin Ale,0.16782635418889658
 Founders Breakfast Stout, Péché Mortel (Imperial Stout Au Cafe),0.3465052673256532
 Founders Breakfast Stout, Racer 5 India Pale Ale,0.224761523468855
 Founders Breakfast Stout, Raison D'etre,-0.03335793657340396
 Founders Breakfast Stout, Samuel Adams Black Lager,0.01890503515064534
 Founders Breakfast Stout, Samuel Adams Boston Lager,0.05610709426850521
 Founders Breakfast Stout, Samuel Adams Octoberfest,0.0005463110841371752
 Founders Breakfast Stout, Samuel Adams Summer Ale,-0.04849798801795038
 Founders Breakfast Stout, Samuel Adams Winter Lager,0.10351364278898861
 Founders Breakfast Stout, Samuel Smith's Imperial Stout,0.06275602576257089
 Founders Breakfast Stout, Samuel Smith's Oatmeal Stout,0.10744286197201289
 Founders Breakfast Stout, Schneider Aventinus,0.010169113708434067
 Founders Breakfast Stout, Shakespeare Oatmeal Stout,0.15541983108382895
 Founders Breakfast Stout, Sierra Nevada Bigfoot Barleywine Style Ale,0.12249410319539127
 Founders Breakfast Stout, Sierra Nevada Celebration Ale,0.17775886016486606
 Founders Breakfast Stout, Sierra Nevada Pale Ale,0.08231131941755813
 Founders Breakfast Stout, Sierra Nevada Torpedo Extra IPA,0.0372637101590129
 Founders Breakfast Stout," Smuttynose IPA ""Finest Kind""",0.28184667142436104
 Founders Breakfast Stout, St. Bernardus Abt 12,0.10336715482775707
 Founders Breakfast Stout, Stone IPA (India Pale Ale),0.12916517227148658
 Founders Breakfast Stout, Stone Imperial Russian Stout,0.11360965799407276
 Founders Breakfast Stout, Stone Ruination IPA,0.16390732213251533
 Founders Breakfast Stout, Stone Smoked Porter,0.12432068747903768
 Founders Breakfast Stout, Stone Sublimely Self-Righteous Ale,0.04851712614460646
 Founders Breakfast Stout, Storm King Stout,0.14722055876619236
 Founders Breakfast Stout, Ten FIDY,0.021962354124119034
 Founders Breakfast Stout, Three Philosophers Belgian Style Blend (Quadrupel),0.08559516144911096
 Founders Breakfast Stout, Trappistes Rochefort 10,0.10028739384564107
 Founders Breakfast Stout, Trappistes Rochefort 8,0.14277022458043137
 Founders Breakfast Stout, Trois Pistoles,0.012796024306796945
 Founders Breakfast Stout, Tröegs Nugget Nectar,0.19507349929743822
 Founders Breakfast Stout, Two Hearted Ale,0.22182561435934525
 Founders Breakfast Stout, Weihenstephaner Hefeweissbier,0.10328457929536085
 Founders Breakfast Stout, Westmalle Trappist Tripel,0.1510786992628422
 Founders Breakfast Stout, World Wide Stout,0.12533264894999238
 Founders Breakfast Stout, Yeti Imperial Stout,-0.02445685238296058
 Founders Breakfast Stout, Young's Double Chocolate Stout,0.041283424989927056
 Founders Breakfast Stout, Yuengling Traditional Lager,0.033307766980585116
 Founders KBS (Kentucky Breakfast Stout), #9,-0.061578445603974304
 Founders KBS (Kentucky Breakfast Stout), 120 Minute IPA,0.01622175171995024
 Founders KBS (Kentucky Breakfast Stout), 60 Minute IPA,0.09128190066519597
 Founders KBS (Kentucky Breakfast Stout), 90 Minute IPA,0.03441372463688958
 Founders KBS (Kentucky Breakfast Stout), Alpha King Pale Ale,0.09127470546173284
 Founders KBS (Kentucky Breakfast Stout), Anchor Steam Beer,0.03741364510881312
 Founders KBS (Kentucky Breakfast Stout), ApriHop,0.2869923631887981
 Founders KBS (Kentucky Breakfast Stout), Arrogant Bastard Ale,0.08066185002359996
 Founders KBS (Kentucky Breakfast Stout), Ayinger Celebrator Doppelbock,0.09352238786008467
 Founders KBS (Kentucky Breakfast Stout), Bell's Expedition Stout,0.15557579678672395
 Founders KBS (Kentucky Breakfast Stout), Bell's Hopslam Ale,0.21164332382935025
 Founders KBS (Kentucky Breakfast Stout), Bell's Oberon Ale,-0.1111953025192328
 Founders KBS (Kentucky Breakfast Stout), Blue Moon Belgian White,-0.3355171546392082
 Founders KBS (Kentucky Breakfast Stout), Bourbon County Brand Stout,0.1156010996322099
 Founders KBS (Kentucky Breakfast Stout), Brooklyn Black Chocolate Stout,0.1305603935553061
 Founders KBS (Kentucky Breakfast Stout), Budweiser,0.07678520898625371
 Founders KBS (Kentucky Breakfast Stout), Burton Baton,0.27058505315248044
 Founders KBS (Kentucky Breakfast Stout), Chimay Grande Réserve (Blue),0.13848616500197652
 Founders KBS (Kentucky Breakfast Stout), Chimay Première (Red),0.038955004762117586
 Founders KBS (Kentucky Breakfast Stout), Chimay Tripel (White),0.02374930619494541
 Founders KBS (Kentucky Breakfast Stout), Chocolate Stout,0.18555449110282632
 Founders KBS (Kentucky Breakfast Stout), Dale's Pale Ale,0.07912791863273701
 Founders KBS (Kentucky Breakfast Stout), Dead Guy Ale,0.08284259367177212
 Founders KBS (Kentucky Breakfast Stout), Delirium Tremens,0.010043387087023991
 Founders KBS (Kentucky Breakfast Stout), Double Bastard Ale,0.05505080738121559
 Founders KBS (Kentucky Breakfast Stout), Dreadnaught IPA,0.1682335642403706
 Founders KBS (Kentucky Breakfast Stout), Duvel,0.05221659524409378
 Founders KBS (Kentucky Breakfast Stout), Fat Tire Amber Ale,0.040268656211894266
 Founders KBS (Kentucky Breakfast Stout), Founders Breakfast Stout,0.2903846995392582
 Founders KBS (Kentucky Breakfast Stout), Franziskaner Hefe-Weisse,-0.060981524288107415
 Founders KBS (Kentucky Breakfast Stout), Golden Monkey,0.02435075705235504
 Founders KBS (Kentucky Breakfast Stout), Great Lakes Edmund Fitzgerald Porter,0.07844838123118815
 Founders KBS (Kentucky Breakfast Stout), Guinness Draught,-0.023085476343943617
 Founders KBS (Kentucky Breakfast Stout), Hennepin (Farmhouse Saison),0.08223729402987354
 Founders KBS (Kentucky Breakfast Stout), Hoegaarden Original White Ale,-0.0769480519507881
 Founders KBS (Kentucky Breakfast Stout), Hop Rod Rye,0.09735816063600121
 Founders KBS (Kentucky Breakfast Stout), Hop Stoopid,0.13077719667345908
 Founders KBS (Kentucky Breakfast Stout), Hop Wallop,0.1483926800373824
 Founders KBS (Kentucky Breakfast Stout), HopDevil Ale,0.07399101799528068
 Founders KBS (Kentucky Breakfast Stout), IPA,-0.04357415288676852
 Founders KBS (Kentucky Breakfast Stout), Imperial Stout,0.09938128784838965
 Founders KBS (Kentucky Breakfast Stout), India Pale Ale,0.08179749163715569
 Founders KBS (Kentucky Breakfast Stout), Indian Brown Ale,0.1397677657269394
 Founders KBS (Kentucky Breakfast Stout), La Fin Du Monde,0.05376119747490996
 Founders KBS (Kentucky Breakfast Stout), Maharaja,0.10458131699262545
 Founders KBS (Kentucky Breakfast Stout), Maudite,-0.0598329585389109
 Founders KBS (Kentucky Breakfast Stout), Midas Touch Golden Elixir,0.20374853060423134
 Founders KBS (Kentucky Breakfast Stout), Newcastle Brown Ale,-0.03553627638684031
 Founders KBS (Kentucky Breakfast Stout), Oak Aged Yeti Imperial Stout,0.12445086488187876
 Founders KBS (Kentucky Breakfast Stout), Oaked Arrogant Bastard Ale,0.08942776616695224
 Founders KBS (Kentucky Breakfast Stout), Oatmeal Stout,-0.006063613039810349
 Founders KBS (Kentucky Breakfast Stout), Oktoberfest,-0.049606486271416124
 Founders KBS (Kentucky Breakfast Stout), Old Rasputin Russian Imperial Stout,0.16841224736529833
 Founders KBS (Kentucky Breakfast Stout), Ommegang (Abbey Ale),0.041831011124547186
 Founders KBS (Kentucky Breakfast Stout), Orval Trappist Ale,0.002988740928792804
 Founders KBS (Kentucky Breakfast Stout), Pabst Blue Ribbon (PBR),-0.023627744430194875
 Founders KBS (Kentucky Breakfast Stout), Pale Ale,0.051466534297679195
 Founders KBS (Kentucky Breakfast Stout), Palo Santo Marron,0.19826991441177202
 Founders KBS (Kentucky Breakfast Stout), Pliny The Elder,0.11010294210041982
 Founders KBS (Kentucky Breakfast Stout), Porter,-0.16392425012109146
 Founders KBS (Kentucky Breakfast Stout), Prima Pils,0.1535267442268644
 Founders KBS (Kentucky Breakfast Stout), Punkin Ale,0.13904850081936418
 Founders KBS (Kentucky Breakfast Stout), Péché Mortel (Imperial Stout Au Cafe),0.3210857934995998
 Founders KBS (Kentucky Breakfast Stout), Racer 5 India Pale Ale,0.05494746550197039
 Founders KBS (Kentucky Breakfast Stout), Raison D'etre,0.050707926358327646
 Founders KBS (Kentucky Breakfast Stout), Samuel Adams Black Lager,0.013183707084545788
 Founders KBS (Kentucky Breakfast Stout), Samuel Adams Boston Lager,0.07121178704577436
 Founders KBS (Kentucky Breakfast Stout), Samuel Adams Octoberfest,0.12887546938301886
 Founders KBS (Kentucky Breakfast Stout), Samuel Adams Summer Ale,-0.07938158265374946
 Founders KBS (Kentucky Breakfast Stout), Samuel Adams Winter Lager,0.059573650181632666
 Founders KBS (Kentucky Breakfast Stout), Samuel Smith's Imperial Stout,0.10555402682731073
 Founders KBS (Kentucky Breakfast Stout), Samuel Smith's Oatmeal Stout,-0.03127634084152045
 Founders KBS (Kentucky Breakfast Stout), Schneider Aventinus,0.015304575604259948
 Founders KBS (Kentucky Breakfast Stout), Shakespeare Oatmeal Stout,0.12006589698130027
 Founders KBS (Kentucky Breakfast Stout), Sierra Nevada Bigfoot Barleywine Style Ale,-0.010309805973578834
 Founders KBS (Kentucky Breakfast Stout), Sierra Nevada Celebration Ale,0.15870653474204774
 Founders KBS (Kentucky Breakfast Stout), Sierra Nevada Pale Ale,0.06732411321381347
 Founders KBS (Kentucky Breakfast Stout), Sierra Nevada Torpedo Extra IPA,0.10792943058356567
 Founders KBS (Kentucky Breakfast Stout)," Smuttynose IPA ""Finest Kind""",0.13503557962992274
 Founders KBS (Kentucky Breakfast Stout), St. Bernardus Abt 12,0.2133749814687857
 Founders KBS (Kentucky Breakfast Stout), Stone IPA (India Pale Ale),0.10094784272810171
 Founders KBS (Kentucky Breakfast Stout), Stone Imperial Russian Stout,0.04229157453132668
 Founders KBS (Kentucky Breakfast Stout), Stone Ruination IPA,0.10740020604459177
 Founders KBS (Kentucky Breakfast Stout), Stone Smoked Porter,0.014498155929560132
 Founders KBS (Kentucky Breakfast Stout), Stone Sublimely Self-Righteous Ale,-0.00017071994283579314
 Founders KBS (Kentucky Breakfast Stout), Storm King Stout,0.10639239017902748
 Founders KBS (Kentucky Breakfast Stout), Ten FIDY,0.04103732230877916
 Founders KBS (Kentucky Breakfast Stout), Three Philosophers Belgian Style Blend (Quadrupel),0.2057649898565443
 Founders KBS (Kentucky Breakfast Stout), Trappistes Rochefort 10,0.08916502439806681
 Founders KBS (Kentucky Breakfast Stout), Trappistes Rochefort 8,0.08277960428948096
 Founders KBS (Kentucky Breakfast Stout), Trois Pistoles,-0.08504111267065255
 Founders KBS (Kentucky Breakfast Stout), Tröegs Nugget Nectar,0.1805715277290252
 Founders KBS (Kentucky Breakfast Stout), Two Hearted Ale,0.13010567599135664
 Founders KBS (Kentucky Breakfast Stout), Weihenstephaner Hefeweissbier,-0.003436042751273916
 Founders KBS (Kentucky Breakfast Stout), Westmalle Trappist Tripel,0.09800689023732163
 Founders KBS (Kentucky Breakfast Stout), World Wide Stout,0.09031688208184951
 Founders KBS (Kentucky Breakfast Stout), Yeti Imperial Stout,0.21926685204407143
 Founders KBS (Kentucky Breakfast Stout), Young's Double Chocolate Stout,-0.09184772431196782
 Founders KBS (Kentucky Breakfast Stout), Yuengling Traditional Lager,0.06628298778893164
 Franziskaner Hefe-Weisse, #9,0.03871706862878744
 Franziskaner Hefe-Weisse, 120 Minute IPA,-0.06058949484670893
 Franziskaner Hefe-Weisse, 60 Minute IPA,0.09995987255755684
 Franziskaner Hefe-Weisse, 90 Minute IPA,0.018151610069645847
 Franziskaner Hefe-Weisse, Alpha King Pale Ale,-0.026276175847369937
 Franziskaner Hefe-Weisse, Anchor Steam Beer,0.1365381266239225
 Franziskaner Hefe-Weisse, ApriHop,0.0916321394703812
 Franziskaner Hefe-Weisse, Arrogant Bastard Ale,0.13456257118820703
 Franziskaner Hefe-Weisse, Ayinger Celebrator Doppelbock,0.15916991583997467
 Franziskaner Hefe-Weisse, Bell's Expedition Stout,-0.0024652974862905764
 Franziskaner Hefe-Weisse, Bell's Hopslam Ale,-0.0005657607893059405
 Franziskaner Hefe-Weisse, Bell's Oberon Ale,0.13940195988519458
 Franziskaner Hefe-Weisse, Blue Moon Belgian White,0.09992644740624262
 Franziskaner Hefe-Weisse, Bourbon County Brand Stout,-0.10383062695255418
 Franziskaner Hefe-Weisse, Brooklyn Black Chocolate Stout,-0.011739616026862819
 Franziskaner Hefe-Weisse, Budweiser,0.14872554488871964
 Franziskaner Hefe-Weisse, Burton Baton,0.026164126248690432
 Franziskaner Hefe-Weisse, Chimay Grande Réserve (Blue),0.33321658599780607
 Franziskaner Hefe-Weisse, Chimay Première (Red),0.11330629763748505
 Franziskaner Hefe-Weisse, Chimay Tripel (White),0.19936585790844924
 Franziskaner Hefe-Weisse, Chocolate Stout,0.1730776772483235
 Franziskaner Hefe-Weisse, Dale's Pale Ale,0.05803329950479433
 Franziskaner Hefe-Weisse, Dead Guy Ale,0.21919222175953207
 Franziskaner Hefe-Weisse, Delirium Tremens,0.2043844407358651
 Franziskaner Hefe-Weisse, Double Bastard Ale,0.006146976923996311
 Franziskaner Hefe-Weisse, Dreadnaught IPA,0.08981909888757773
 Franziskaner Hefe-Weisse, Duvel,0.2392929889997079
 Franziskaner Hefe-Weisse, Fat Tire Amber Ale,0.031208037803594397
 Franziskaner Hefe-Weisse, Founders Breakfast Stout,0.06564808523698103
 Franziskaner Hefe-Weisse, Founders KBS (Kentucky Breakfast Stout),-0.060981524288107436
 Franziskaner Hefe-Weisse, Golden Monkey,0.11406981885116992
 Franziskaner Hefe-Weisse, Great Lakes Edmund Fitzgerald Porter,0.08889301639609444
 Franziskaner Hefe-Weisse, Guinness Draught,0.250016659353971
 Franziskaner Hefe-Weisse, Hennepin (Farmhouse Saison),0.19625822722209585
 Franziskaner Hefe-Weisse, Hoegaarden Original White Ale,0.19431491035459997
 Franziskaner Hefe-Weisse, Hop Rod Rye,0.004834291931041846
 Franziskaner Hefe-Weisse, Hop Stoopid,0.030498068890964125
 Franziskaner Hefe-Weisse, Hop Wallop,0.23679622708828152
 Franziskaner Hefe-Weisse, HopDevil Ale,0.16067453585962002
 Franziskaner Hefe-Weisse, IPA,0.07506709017802968
 Franziskaner Hefe-Weisse, Imperial Stout,0.07793823638423485
 Franziskaner Hefe-Weisse, India Pale Ale,0.02067204560452656
 Franziskaner Hefe-Weisse, Indian Brown Ale,0.18496653977421484
 Franziskaner Hefe-Weisse, La Fin Du Monde,0.26800973983219695
 Franziskaner Hefe-Weisse, Maharaja,-0.10821037489875295
 Franziskaner Hefe-Weisse, Maudite,0.2362541308560616
 Franziskaner Hefe-Weisse, Midas Touch Golden Elixir,0.09131787323284801
 Franziskaner Hefe-Weisse, Newcastle Brown Ale,0.2709539325661144
 Franziskaner Hefe-Weisse, Oak Aged Yeti Imperial Stout,0.1662415505280946
 Franziskaner Hefe-Weisse, Oaked Arrogant Bastard Ale,0.11924410272061253
 Franziskaner Hefe-Weisse, Oatmeal Stout,0.18515981740266407
 Franziskaner Hefe-Weisse, Oktoberfest,0.11598136497816708
 Franziskaner Hefe-Weisse, Old Rasputin Russian Imperial Stout,0.013032675437908146
 Franziskaner Hefe-Weisse, Ommegang (Abbey Ale),0.09300053249715227
 Franziskaner Hefe-Weisse, Orval Trappist Ale,-0.06623561683097283
 Franziskaner Hefe-Weisse, Pabst Blue Ribbon (PBR),0.12121554992048099
 Franziskaner Hefe-Weisse, Pale Ale,0.049023923009819385
 Franziskaner Hefe-Weisse, Palo Santo Marron,-0.16663584938351914
 Franziskaner Hefe-Weisse, Pliny The Elder,0.058086686337726755
 Franziskaner Hefe-Weisse, Porter,0.22433092294766815
 Franziskaner Hefe-Weisse, Prima Pils,0.07607748139241134
 Franziskaner Hefe-Weisse, Punkin Ale,0.07842472218495672
 Franziskaner Hefe-Weisse, Péché Mortel (Imperial Stout Au Cafe),0.05967745615429062
 Franziskaner Hefe-Weisse, Racer 5 India Pale Ale,0.017263160228032436
 Franziskaner Hefe-Weisse, Raison D'etre,0.14917962157268322
 Franziskaner Hefe-Weisse, Samuel Adams Black Lager,0.03863901793193714
 Franziskaner Hefe-Weisse, Samuel Adams Boston Lager,0.14333872783678922
 Franziskaner Hefe-Weisse, Samuel Adams Octoberfest,0.10547092035874876
 Franziskaner Hefe-Weisse, Samuel Adams Summer Ale,0.04411026158812807
 Franziskaner Hefe-Weisse, Samuel Adams Winter Lager,0.20537142550455725
 Franziskaner Hefe-Weisse, Samuel Smith's Imperial Stout,-0.12053021721957154
 Franziskaner Hefe-Weisse, Samuel Smith's Oatmeal Stout,0.2417414787233335
 Franziskaner Hefe-Weisse, Schneider Aventinus,0.03472574093754094
 Franziskaner Hefe-Weisse, Shakespeare Oatmeal Stout,0.15961182100751245
 Franziskaner Hefe-Weisse, Sierra Nevada Bigfoot Barleywine Style Ale,0.1174042742956378
 Franziskaner Hefe-Weisse, Sierra Nevada Celebration Ale,0.15631494285404454
 Franziskaner Hefe-Weisse, Sierra Nevada Pale Ale,0.1775689641323674
 Franziskaner Hefe-Weisse, Sierra Nevada Torpedo Extra IPA,0.127047369593716
 Franziskaner Hefe-Weisse," Smuttynose IPA ""Finest Kind""",0.11514788768156134
 Franziskaner Hefe-Weisse, St. Bernardus Abt 12,0.1027542435978583
 Franziskaner Hefe-Weisse, Stone IPA (India Pale Ale),-0.024032274413497038
 Franziskaner Hefe-Weisse, Stone Imperial Russian Stout,0.029153368670686863
 Franziskaner Hefe-Weisse, Stone Ruination IPA,0.011982778848462364
 Franziskaner Hefe-Weisse, Stone Smoked Porter,0.19237394022114046
 Franziskaner Hefe-Weisse, Stone Sublimely Self-Righteous Ale,0.05629112275758661
 Franziskaner Hefe-Weisse, Storm King Stout,0.053926080872920314
 Franziskaner Hefe-Weisse, Ten FIDY,0.12921606688818
 Franziskaner Hefe-Weisse, Three Philosophers Belgian Style Blend (Quadrupel),0.14400482938221998
 Franziskaner Hefe-Weisse, Trappistes Rochefort 10,-0.02171140355206157
 Franziskaner Hefe-Weisse, Trappistes Rochefort 8,0.10606837425940487
 Franziskaner Hefe-Weisse, Trois Pistoles,0.139062160565579
 Franziskaner Hefe-Weisse, Tröegs Nugget Nectar,-0.030119213171699754
 Franziskaner Hefe-Weisse, Two Hearted Ale,0.20608155571793776
 Franziskaner Hefe-Weisse, Weihenstephaner Hefeweissbier,0.13640780218667356
 Franziskaner Hefe-Weisse, Westmalle Trappist Tripel,0.06838311907835241
 Franziskaner Hefe-Weisse, World Wide Stout,-0.10804990320516134
 Franziskaner Hefe-Weisse, Yeti Imperial Stout,0.15243135071927136
 Franziskaner Hefe-Weisse, Young's Double Chocolate Stout,0.06532461805997627
 Franziskaner Hefe-Weisse, Yuengling Traditional Lager,0.07353640862442284
 Golden Monkey, #9,0.1859129775765114
 Golden Monkey, 120 Minute IPA,0.06217447539688319
 Golden Monkey, 60 Minute IPA,0.08709744212286763
 Golden Monkey, 90 Minute IPA,0.0806425752461023
 Golden Monkey, Alpha King Pale Ale,-0.11630159187212434
 Golden Monkey, Anchor Steam Beer,-0.0878790607768104
 Golden Monkey, ApriHop,-0.0016790203362444473
 Golden Monkey, Arrogant Bastard Ale,0.22426972698153153
 Golden Monkey, Ayinger Celebrator Doppelbock,0.04995070462622472
 Golden Monkey, Bell's Expedition Stout,0.2663253892471106
 Golden Monkey, Bell's Hopslam Ale,0.028792029691779714
 Golden Monkey, Bell's Oberon Ale,0.13025453593529668
 Golden Monkey, Blue Moon Belgian White,0.01318948378744383
 Golden Monkey, Bourbon County Brand Stout,0.40819870166000444
 Golden Monkey, Brooklyn Black Chocolate Stout,0.14666976671509424
 Golden Monkey, Budweiser,-0.03011306304217145
 Golden Monkey, Burton Baton,0.15182050382033857
 Golden Monkey, Chimay Grande Réserve (Blue),0.1254632739991419
 Golden Monkey, Chimay Première (Red),0.1260876545879333
 Golden Monkey, Chimay Tripel (White),0.11859656029792466
 Golden Monkey, Chocolate Stout,0.12354401364879042
 Golden Monkey, Dale's Pale Ale,-0.013822524241057437
 Golden Monkey, Dead Guy Ale,0.1354776156634251
 Golden Monkey, Delirium Tremens,0.40580463691057245
 Golden Monkey, Double Bastard Ale,0.25152590954879833
 Golden Monkey, Dreadnaught IPA,0.19830838291603356
 Golden Monkey, Duvel,0.1969186612958631
 Golden Monkey, Fat Tire Amber Ale,-0.006635598084605819
 Golden Monkey, Founders Breakfast Stout,-0.05479513213548429
 Golden Monkey, Founders KBS (Kentucky Breakfast Stout),0.024350757052355062
 Golden Monkey, Franziskaner Hefe-Weisse,0.11406981885117014
 Golden Monkey, Great Lakes Edmund Fitzgerald Porter,-0.028803073342109367
 Golden Monkey, Guinness Draught,0.015403776819561598
 Golden Monkey, Hennepin (Farmhouse Saison),0.2253884451251452
 Golden Monkey, Hoegaarden Original White Ale,0.1668525906000106
 Golden Monkey, Hop Rod Rye,0.07119994077263311
 Golden Monkey, Hop Stoopid,0.029809526149863194
 Golden Monkey, Hop Wallop,0.2223907360580989
 Golden Monkey, HopDevil Ale,0.12886122681061646
 Golden Monkey, IPA,-0.07196872035176265
 Golden Monkey, Imperial Stout,0.13341598449869072
 Golden Monkey, India Pale Ale,-0.1294183959396476
 Golden Monkey, Indian Brown Ale,0.09661323405494743
 Golden Monkey, La Fin Du Monde,0.10298199176902718
 Golden Monkey, Maharaja,0.1123802469435475
 Golden Monkey, Maudite,0.2593168905164271
 Golden Monkey, Midas Touch Golden Elixir,0.1389971320482563
 Golden Monkey, Newcastle Brown Ale,0.03891487787708235
 Golden Monkey, Oak Aged Yeti Imperial Stout,0.008610612188170781
 Golden Monkey, Oaked Arrogant Bastard Ale,0.1435251189162871
 Golden Monkey, Oatmeal Stout,0.014323736975129965
 Golden Monkey, Oktoberfest,0.22406614902976257
 Golden Monkey, Old Rasputin Russian Imperial Stout,-0.010856870541647998
 Golden Monkey, Ommegang (Abbey Ale),0.0061006637351111535
 Golden Monkey, Orval Trappist Ale,-0.10719962889976717
 Golden Monkey, Pabst Blue Ribbon (PBR),-0.026233740887741497
 Golden Monkey, Pale Ale,-0.05753192759150996
 Golden Monkey, Palo Santo Marron,0.21823020153367817
 Golden Monkey, Pliny The Elder,-0.026785155370038248
 Golden Monkey, Porter,0.0815607421399046
 Golden Monkey, Prima Pils,0.012610846440723194
 Golden Monkey, Punkin Ale,0.18336452848577506
 Golden Monkey, Péché Mortel (Imperial Stout Au Cafe),0.06848780493282833
 Golden Monkey, Racer 5 India Pale Ale,-0.015373226314293678
 Golden Monkey, Raison D'etre,0.40824721382763723
 Golden Monkey, Samuel Adams Black Lager,0.02624874884595691
 Golden Monkey, Samuel Adams Boston Lager,-0.07398152858775446
 Golden Monkey, Samuel Adams Octoberfest,-0.0790173953782009
 Golden Monkey, Samuel Adams Summer Ale,0.07963458566346564
 Golden Monkey, Samuel Adams Winter Lager,0.028452480837446267
 Golden Monkey, Samuel Smith's Imperial Stout,-0.07035081224911277
 Golden Monkey, Samuel Smith's Oatmeal Stout,-0.11279288646075573
 Golden Monkey, Schneider Aventinus,0.003912575284664431
 Golden Monkey, Shakespeare Oatmeal Stout,0.020392008799798907
 Golden Monkey, Sierra Nevada Bigfoot Barleywine Style Ale,0.16609908530940573
 Golden Monkey, Sierra Nevada Celebration Ale,0.179482581778777
 Golden Monkey, Sierra Nevada Pale Ale,0.0336476684552127
 Golden Monkey, Sierra Nevada Torpedo Extra IPA,-0.04617533290715729
 Golden Monkey," Smuttynose IPA ""Finest Kind""",-0.0222829951822419
 Golden Monkey, St. Bernardus Abt 12,0.135122756861044
 Golden Monkey, Stone IPA (India Pale Ale),0.032814300542522414
 Golden Monkey, Stone Imperial Russian Stout,0.16111565517107226
 Golden Monkey, Stone Ruination IPA,0.2483957509521311
 Golden Monkey, Stone Smoked Porter,0.03790984463398093
 Golden Monkey, Stone Sublimely Self-Righteous Ale,0.04738558225305079
 Golden Monkey, Storm King Stout,0.2347828621853955
 Golden Monkey, Ten FIDY,0.015438674132415727
 Golden Monkey, Three Philosophers Belgian Style Blend (Quadrupel),0.2236724661666939
 Golden Monkey, Trappistes Rochefort 10,0.11083866761061437
 Golden Monkey, Trappistes Rochefort 8,0.03345172681422197
 Golden Monkey, Trois Pistoles,0.14703314717817526
 Golden Monkey, Tröegs Nugget Nectar,0.04174728131358769
 Golden Monkey, Two Hearted Ale,0.028405682685116798
 Golden Monkey, Weihenstephaner Hefeweissbier,0.008347488081502902
 Golden Monkey, Westmalle Trappist Tripel,0.06155886906699624
 Golden Monkey, World Wide Stout,0.15687382925253787
 Golden Monkey, Yeti Imperial Stout,0.17558376754126853
 Golden Monkey, Young's Double Chocolate Stout,0.05293821663455573
 Golden Monkey, Yuengling Traditional Lager,0.1413965914137
 Great Lakes Edmund Fitzgerald Porter, #9,0.0793484767893587
 Great Lakes Edmund Fitzgerald Porter, 120 Minute IPA,0.18702257280399578
 Great Lakes Edmund Fitzgerald Porter, 60 Minute IPA,0.1204442539253155
 Great Lakes Edmund Fitzgerald Porter, 90 Minute IPA,0.08456121642554804
 Great Lakes Edmund Fitzgerald Porter, Alpha King Pale Ale,0.17747376968705114
 Great Lakes Edmund Fitzgerald Porter, Anchor Steam Beer,0.0543907952874137
 Great Lakes Edmund Fitzgerald Porter, ApriHop,-0.03843010963343962
 Great Lakes Edmund Fitzgerald Porter, Arrogant Bastard Ale,0.13770578840320538
 Great Lakes Edmund Fitzgerald Porter, Ayinger Celebrator Doppelbock,0.15015225700139137
 Great Lakes Edmund Fitzgerald Porter, Bell's Expedition Stout,0.12193935636249606
 Great Lakes Edmund Fitzgerald Porter, Bell's Hopslam Ale,0.16916503126668
 Great Lakes Edmund Fitzgerald Porter, Bell's Oberon Ale,0.1408071669243269
 Great Lakes Edmund Fitzgerald Porter, Blue Moon Belgian White,-0.022577301083993973
 Great Lakes Edmund Fitzgerald Porter, Bourbon County Brand Stout,-0.038391671079779116
 Great Lakes Edmund Fitzgerald Porter, Brooklyn Black Chocolate Stout,0.21012566900568247
 Great Lakes Edmund Fitzgerald Porter, Budweiser,0.10910994391372782
 Great Lakes Edmund Fitzgerald Porter, Burton Baton,0.25073589121230144
 Great Lakes Edmund Fitzgerald Porter, Chimay Grande Réserve (Blue),0.06910044168935496
 Great Lakes Edmund Fitzgerald Porter, Chimay Première (Red),0.015565601496381655
 Great Lakes Edmund Fitzgerald Porter, Chimay Tripel (White),-0.06521544844231182
 Great Lakes Edmund Fitzgerald Porter, Chocolate Stout,0.07024561447192407
 Great Lakes Edmund Fitzgerald Porter, Dale's Pale Ale,0.11530399880930772
 Great Lakes Edmund Fitzgerald Porter, Dead Guy Ale,0.0818815150888986
 Great Lakes Edmund Fitzgerald Porter, Delirium Tremens,-0.11265382198500339
 Great Lakes Edmund Fitzgerald Porter, Double Bastard Ale,0.027947375570638866
 Great Lakes Edmund Fitzgerald Porter, Dreadnaught IPA,0.27464866288489115
 Great Lakes Edmund Fitzgerald Porter, Duvel,0.05341456315920495
 Great Lakes Edmund Fitzgerald Porter, Fat Tire Amber Ale,0.13840407193229465
 Great Lakes Edmund Fitzgerald Porter, Founders Breakfast Stout,0.29753794551421414
 Great Lakes Edmund Fitzgerald Porter, Founders KBS (Kentucky Breakfast Stout),0.07844838123118816
 Great Lakes Edmund Fitzgerald Porter, Franziskaner Hefe-Weisse,0.08889301639609441
